6300,6350,484,2151,2530,2846,484,2151,2530,2846
6350,6400,488,2168,2550,2869,488,2168,2550,2869
6400,6450,492,2185,2570,2891,492,2185,2570,2891
6450,6500,495,2202,2590,2914,495,2202,2590,2914
6500,6550,499,2219,2610,2936,499,2219,2610,2936
6550,6600,503,2236,2630,2959,503,2236,2630,2959
6600,6650,507,2253,2650,2981,507,2253,2650,2981
6650,6700,511,2270,2670,3004,511,2270,2670,3004
6700,6750,514,2287,2690,3026,514,2287,2690,3026
6750,6800,518,2304,2710,3049,518,2304,2710,3049
6800,6850,522,2321,2730,3071,522,2321,2730,3071
6850,6900,526,2338,2750,3094,526,2338,2750,3094
6900,6950,530,2355,2770,3116,530,2355,2770,3116
6950,7000,534,2372,2790,3139,534,2372,2790,3139
7000,7050,537,2389,2810,3161,537,2389,2810,3161
7050,7100,541,2406,2830,3184,541,2406,2830,3184
7100,7150,545,2423,2850,3206,545,2423,2850,3206
7150,7200,549,2440,2870,3229,549,2440,2870,3229
7200,7250,553,2457,2890,3251,553,2457,2890,3251
7250,7300,557,2474,2910,3274,557,2474,2910,3274
7300,7350,560,2491,2930,3296,560,2491,2930,3296
7350,7400,564,2508,2950,3319,564,2508,2950,3319
7400,7450,568,2525,2970,3341,568,2525,2970,3341
7450,7500,572,2542,2990,3364,572,2542,2990,3364
7500,7550,576,2559,3010,3386,576,2559,3010,3386
7550,7600,579,2576,3030,3409,579,2576,3030,3409
7600,7650,583,2593,3050,3431,583,2593,3050,3431
7650,7700,587,2610,3070,3454,587,2610,3070,3454
7700,7750,591,2627,3090,3476,591,2627,3090,3476
7750,7800,595,2644,3110,3499,595,2644,3110,3499
7800,7850,599,2661,3130,3521,599,2661,3130,3521
7850,7900,602,2678,3150,3544,602,2678,3150,3544
7900,7950,606,2695,3170,3566,606,2695,3170,3566
7950,8000,610,2712,3190,3589,610,2712,3190,3589
8000,8050,614,2729,3210,3611,614,2729,3210,3611
8050,8100,618,2746,3230,3634,618,2746,3230,3634
8100,8150,622,2763,3250,3656,622,2763,3250,3656
8150,8200,625,2780,3270,3679,625,2780,3270,3679
8200,8250,629,2797,3290,3701,629,2797,3290,3701
8250,8300,632,2814,3310,3724,632,2814,3310,3724
8300,8350,632,2831,3330,3746,632,2831,3330,3746
8350,8400,632,2848,3350,3769,632,2848,3350,3769
8400,8450,632,2865,3370,3791,632,2865,3370,3791
8450,8500,632,2882,3390,3814,632,2882,3390,3814
8500,8550,632,2899,3410,3836,632,2899,3410,3836
8550,8600,632,2916,3430,3859,632,2916,3430,3859
8600,8650,632,2933,3450,3881,632,2933,3450,3881
8650,8700,632,2950,3470,3904,632,2950,3470,3904
8700,8750,632,2967,3490,3926,632,2967,3490,3926
8750,8800,632,2984,3510,3949,632,2984,3510,3949
8800,8850,632,3001,3530,3971,632,3001,3530,3971
8850,8900,632,3018,3550,3994,632,3018,3550,3994
8900,8950,632,3035,3570,4016,632,3035,3570,4016
8950,9000,632,3052,3590,4039,632,3052,3590,4039
9000,9050,632,3069,3610,4061,632,3069,3610,4061
9050,9100,632,3086,3630,4084,632,3086,3630,4084
9100,9150,632,3103,3650,4106,632,3103,3650,4106
9150,9200,632,3120,3670,4129,632,3120,3670,4129
9200,9250,632,3137,3690,4151,632,3137,3690,4151
9250,9300,632,3154,3710,4174,632,3154,3710,4174
9300,9350,632,3171,3730,4196,632,3171,3730,4196
9350,9400,632,3188,3750,4219,632,3188,3750,4219
9400,9450,632,3205,3770,4241,632,3205,3770,4241
9450,9500,632,3222,3790,4264,632,3222,3790,4264
9500,9550,632,3239,3810,4286,632,3239,3810,4286
9550,9600,632,3256,3830,4309,632,3256,3830,4309
9600,9650,632,3273,3850,4331,632,3273,3850,4331
9650,9700,632,3290,3870,4354,632,3290,3870,4354
9700,9750,632,3307,3890,4376,632,3307,3890,4376
9750,9800,632,3324,3910,4399,632,3324,3910,4399
9800,9850,632,3341,3930,4421,632,3341,3930,4421
9850,9900,632,3358,3950,4444,632,3358,3950,4444
9900,9950,632,3375,3970,4466,632,3375,3970,4466
9950,10000,632,3392,3990,4489,632,3392,3990,4489
10000,10050,632,3409,4010,4511,632,3409,4010,4511
10050,10100,632,3426,4030,4534,632,3426,4030,4534
10100,10150,632,3443,4050,4556,632,3443,4050,4556
10150,10200,632,3460,4070,4579,632,3460,4070,4579
10200,10250,632,3477,4090,4601,632,3477,4090,4601
10250,10300,632,3494,4110,4624,632,3494,4110,4624
10300,10350,632,3511,4130,4646,632,3511,4130,4646
10350,10400,629,3528,4150,4669,632,3528,4150,4669
10400,10450,625,3545,4170,4691,632,3545,4170,4691
10450,10500,621,3562,4190,4714,632,3562,4190,4714
10500,10550,617,3579,4210,4736,632,3579,4210,4736
10550,10600,613,3596,4230,4759,632,3596,4230,4759
10600,10650,609,3613,4250,4781,632,3613,4250,4781
10650,10700,606,3630,4270,4804,632,3630,4270,4804
10700,10750,602,3647,4290,4826,632,3647,4290,4826
10750,10800,598,3664,4310,4849,632,3664,4310,4849
10800,10850,594,3681,4330,4871,632,3681,4330,4871
10850,10900,590,3698,4350,4894,632,3698,4350,4894
10900,10950,586,3715,4370,4916,632,3715,4370,4916
10950,11000,583,3732,4390,4939,632,3732,4390,4939
11000,11050,579,3749,4410,4961,632,3749,4410,4961
11050,11100,575,3766,4430,4984,632,3766,4430,4984
11100,11150,571,3783,4450,5006,632,3783,4450,5006
11150,11200,567,3800,4470,5029,632,3800,4470,5029
11200,11250,564,3817,4490,5051,632,3817,4490,5051
11250,11300,560,3834,4510,5074,632,3834,4510,5074
11300,11350,556,3851,4530,5096,632,3851,4530,5096
11350,11400,552,3868,4550,5119,632,3868,4550,5119
11400,11450,548,3885,4570,5141,632,3885,4570,5141
11450,11500,544,3902,4590,5164,632,3902,4590,5164
11500,11550,541,3919,4610,5186,632,3919,4610,5186
11550,11600,537,3936,4630,5209,632,3936,4630,5209
11600,11650,533,3953,4650,5231,632,3953,4650,5231
11650,11700,529,3970,4670,5254,632,3970,4670,5254
11700,11750,525,3987,4690,5276,632,3987,4690,5276
11750,11800,521,4004,4710,5299,632,4004,4710,5299
11800,11850,518,4021,4730,5321,632,4021,4730,5321
11850,11900,514,4038,4750,5344,632,4038,4750,5344
11900,11950,510,4055,4770,5366,632,4055,4770,5366
11950,12000,506,4072,4790,5389,632,4072,4790,5389
12000,12050,502,4089,4810,5411,632,4089,4810,5411
12050,12100,499,4106,4830,5434,632,4106,4830,5434
12100,12150,495,4123,4850,5456,632,4123,4850,5456
12150,12200,491,4140,4870,5479,632,4140,4870,5479
12200,12250,487,4157,4890,5501,632,4157,4890,5501
12250,12300,483,4174,4910,5524,632,4174,4910,5524
12300,12350,479,4191,4930,5546,632,4191,4930,5546
12350,12400,476,4213,4950,5569,632,4213,4950,5569
12400,12450,472,4213,4970,5591,632,4213,4970,5591
12450,12500,468,4213,4990,5614,632,4213,4990,5614
12500,12550,464,4213,5010,5636,632,4213,5010,5636
12550,12600,460,4213,5030,5659,632,4213,5030,5659
12600,12650,456,4213,5050,5681,632,4213,5050,5681
12650,12700,453,4213,5070,5704,632,4213,5070,5704
12700,12750,449,4213,5090,5726,632,4213,5090,5726
12750,12800,445,4213,5110,5749,632,4213,5110,5749
12800,12850,441,4213,5130,5771,632,4213,5130,5771
12850,12900,437,4213,5150,5794,632,4213,5150,5794
12900,12950,433,4213,5170,5816,632,4213,5170,5816
12950,13000,430,4213,5190,5839,632,4213,5190,5839
13000,13050,426,4213,5210,5861,632,4213,5210,5861
13050,13100,422,4213,5230,5884,632,4213,5230,5884
13100,13150,418,4213,5250,5906,632,4213,5250,5906
13150,13200,414,4213,5270,5929,632,4213,5270,5929
13200,13250,411,4213,5290,5951,632,4213,5290,5951
13250,13300,407,4213,5310,5974,632,4213,5310,5974
13300,13350,403,4213,5330,5996,632,4213,5330,5996
13350,13400,399,4213,5350,6019,632,4213,5350,6019
13400,13450,395,4213,5370,6041,632,4213,5370,6041
13450,13500,391,4213,5390,6064,632,4213,5390,6064
13500,13550,388,4213,5410,6086,632,4213,5410,6086
13550,13600,384,4213,5430,6109,632,4213,5430,6109
13600,13650,380,4213,5450,6131,632,4213,5450,6131
13650,13700,376,4213,5470,6154,632,4213,5470,6154
13700,13750,372,4213,5490,6176,632,4213,5490,6176
13750,13800,368,4213,5510,6199,632,4213,5510,6199
13800,13850,365,4213,5530,6221,632,4213,5530,6221
13850,13900,361,4213,5550,6244,632,4213,5550,6244
13900,13950,357,4213,5570,6266,632,4213,5570,6266
13950,14000,353,4213,5590,6289,632,4213,5590,6289
14000,14050,349,4213,5610,6311,632,4213,5610,6311
14050,14100,346,4213,5630,6334,632,4213,5630,6334
14100,14150,342,4213,5650,6356,632,4213,5650,6356
14150,14200,338,4213,5670,6379,632,4213,5670,6379
14200,14250,334,4213,5690,6401,632,4213,5690,6401
14250,14300,330,4213,5710,6424,632,4213,5710,6424
14300,14350,326,4213,5730,6446,632,4213,5730,6446
14350,14400,323,4213,5750,6469,632,4213,5750,6469
14400,14450,319,4213,5770,6491,632,4213,5770,6491
14450,14500,315,4213,5790,6514,632,4213,5790,6514
14500,14550,311,4213,5810,6536,632,4213,5810,6536
14550,14600,307,4213,5830,6559,632,4213,5830,6559
14600,14650,303,4213,5850,6581,632,4213,5850,6581
14650,14700,300,4213,5870,6604,632,4213,5870,6604
14700,14750,296,4213,5890,6626,632,4213,5890,6626
14750,14800,292,4213,5910,6649,632,4213,5910,6649
14800,14850,288,4213,5930,6671,632,4213,5930,6671
14850,14900,284,4213,5950,6694,632,4213,5950,6694
14900,14950,280,4213,5970,6716,632,4213,5970,6716
14950,15000,277,4213,5990,6739,632,4213,5990,6739
15000,15050,273,4213,6010,6761,632,4213,6010,6761
15050,15100,269,4213,6030,6784,632,4213,6030,6784
15100,15150,265,4213,6050,6806,632,4213,6050,6806
15150,15200,261,4213,6070,6829,632,4213,6070,6829
15200,15250,258,4213,6090,6851,632,4213,6090,6851
15250,15300,254,4213,6110,6874,632,4213,6110,6874
15300,15350,250,4213,6130,6896,632,4213,6130,6896
15350,15400,246,4213,6150,6919,632,4213,6150,6919
15400,15450,242,4213,6170,6941,632,4213,6170,6941
15450,15500,238,4213,6190,6964,632,4213,6190,6964
15500,15550,235,4213,6210,6986,632,4213,6210,6986
15550,15600,231,4213,6230,7009,632,4213,6230,7009
15600,15650,227,4213,6250,7031,632,4213,6250,7031
15650,15700,223,4213,6270,7054,632,4213,6270,7054
15700,15750,219,4213,6290,7076,632,4213,6290,7076
15750,15800,215,4213,6310,7099,632,4213,6310,7099
15800,15850,212,4213,6330,7121,632,4213,6330,7121
15850,15900,208,4213,6350,7144,632,4213,6350,7144
15900,15950,204,4213,6370,7166,632,4213,6370,7166
15950,16000,200,4213,6390,7189,632,4213,6390,7189
16000,16050,196,4213,6410,7211,632,4213,6410,7211
16050,16100,193,4213,6430,7234,632,4213,6430,7234
16100,16150,189,4213,6450,7256,632,4213,6450,7256
16150,16200,185,4213,6470,7279,632,4213,6470,7279
16200,16250,181,4213,6490,7301,632,4213,6490,7301
16250,16300,177,4213,6510,7324,632,4213,6510,7324
16300,16350,173,4213,6530,7346,632,4213,6530,7346
16350,16400,170,4213,6550,7369,632,4213,6550,7369
16400,16450,166,4213,6570,7391,632,4213,6570,7391
16450,16500,162,4213,6590,7414,632,4213,6590,7414
16500,16550,158,4213,6610,7436,632,4213,6610,7436
16550,16600,154,4213,6630,7459,632,4213,6630,7459
16600,16650,150,4213,6650,7481,632,4213,6650,7481
16650,16700,147,4213,6670,7504,632,4213,6670,7504
16700,16750,143,4213,6690,7526,632,4213,6690,7526
16750,16800,139,4213,6710,7549,632,4213,6710,7549
16800,16850,135,4213,6730,7571,632,4213,6730,7571
16850,16900,131,4213,6750,7594,632,4213,6750,7594
16900,16950,127,4213,6770,7616,632,4213,6770,7616
16950,17000,124,4213,6790,7639,632,4213,6790,7639
17000,17050,120,4213,6810,7661,632,4213,6810,7661
17050,17100,116,4213,6830,7684,632,4213,6830,7684
17100,17150,112,4213,6850,7706,632,4213,6850,7706
17150,17200,108,4213,6870,7729,632,4213,6870,7729
17200,17250,105,4213,6890,7751,632,4213,6890,7751
17250,17300,101,4213,6910,7774,630,4213,6910,7774
17300,17350,97,4213,6930,7796,626,4213,6930,7796
17350,17400,93,4213,6950,7819,622,4213,6950,7819
17400,17450,89,4213,6960,7830,619,4213,6960,7830
17450,17500,85,4213,6960,7830,615,4213,6960,7830
17500,17550,82,4213,6960,7830,611,4213,6960,7830
17550,17600,78,4213,6960,7830,607,4213,6960,7830
17600,17650,74,4213,6960,7830,603,4213,6960,7830
17650,17700,70,4213,6960,7830,599,4213,6960,7830
17700,17750,66,4213,6960,7830,596,4213,6960,7830
17750,17800,62,4213,6960,7830,592,4213,6960,7830
17800,17850,59,4213,6960,7830,588,4213,6960,7830
17850,17900,55,4213,6960,7830,584,4213,6960,7830
17900,17950,51,4213,6960,7830,580,4213,6960,7830
17950,18000,47,4213,6960,7830,577,4213,6960,7830
18000,18050,43,4213,6960,7830,573,4213,6960,7830
18050,18100,40,4213,6960,7830,569,4213,6960,7830
18100,18150,36,4213,6960,7830,565,4213,6960,7830
18150,18200,32,4213,6960,7830,561,4213,6960,7830
18200,18250,28,4213,6960,7830,557,4213,6960,7830
18250,18300,24,4213,6960,7830,554,4213,6960,7830
18300,18350,20,4213,6960,7830,550,4213,6960,7830
18350,18400,17,4213,6960,7830,546,4213,6960,7830
18400,18450,13,4213,6960,7830,542,4213,6960,7830
18450,18500,9,4213,6960,7830,538,4213,6960,7830
18500,18550,5,4213,6960,7830,534,4213,6960,7830
18550,18600,*,4213,6960,7830,531,4213,6960,7830
18600,18650,0,4213,6960,7830,527,4213,6960,7830
18650,18700,0,4213,6960,7830,523,4213,6960,7830
18700,18750,0,4213,6960,7830,519,4213,6960,7830
18750,18800,0,4213,6960,7830,515,4213,6960,7830
18800,18850,0,4213,6960,7830,512,4213,6960,7830
18850,18900,0,4213,6960,7830,508,4213,6960,7830
18900,18950,0,4213,6960,7830,504,4213,6960,7830
18950,19000,0,4213,6960,7830,500,4213,6960,7830
19000,19050,0,4213,6960,7830,496,4213,6960,7830
19050,19100,0,4213,6960,7830,492,4213,6960,7830
19100,19150,0,4213,6960,7830,489,4213,6960,7830
19150,19200,0,4213,6960,7830,485,4213,6960,7830
19200,19250,0,4213,6960,7830,481,4213,6960,7830
19250,19300,0,4213,6960,7830,477,4213,6960,7830
19300,19350,0,4213,6960,7830,473,4213,6960,7830
19350,19400,0,4213,6960,7830,469,4213,6960,7830
19400,19450,0,4213,6960,7830,466,4213,6960,7830
19450,19500,0,4213,6960,7830,462,4213,6960,7830
19500,19550,0,4213,6960,7830,458,4213,6960,7830
19550,19600,0,4213,6960,7830,454,4213,6960,7830
19600,19650,0,4213,6960,7830,450,4213,6960,7830
19650,19700,0,4213,6960,7830,446,4213,6960,7830
19700,19750,0,4213,6960,7830,443,4213,6960,7830
19750,19800,0,4213,6960,7830,439,4213,6960,7830
19800,19850,0,4213,6960,7830,435,4213,6960,7830
19850,19900,0,4213,6960,7830,431,4213,6960,7830
19900,19950,0,4213,6960,7830,427,4213,6960,7830
19950,20000,0,4213,6960,7830,424,4213,6960,7830
20000,20050,0,4213,6960,7830,420,4213,6960,7830
20050,20100,0,4213,6960,7830,416,4213,6960,7830
20100,20150,0,4213,6960,7830,412,4213,6960,7830
20150,20200,0,4213,6960,7830,408,4213,6960,7830
20200,20250,0,4213,6960,7830,404,4213,6960,7830
20250,20300,0,4213,6960,7830,401,4213,6960,7830
20300,20350,0,4213,6960,7830,397,4213,6960,7830
20350,20400,0,4213,6960,7830,393,4213,6960,7830
20400,20450,0,4213,6960,7830,389,4213,6960,7830
20450,20500,0,4213,6960,7830,385,4213,6960,7830
20500,20550,0,4213,6960,7830,381,4213,6960,7830
20550,20600,0,4213,6960,7830,378,4213,6960,7830
20600,20650,0,4213,6960,7830,374,4213,6960,7830
20650,20700,0,4213,6960,7830,370,4213,6960,7830
20700,20750,0,4213,6960,7830,366,4213,6960,7830
20750,20800,0,4213,6960,7830,362,4213,6960,7830
20800,20850,0,4213,6960,7830,359,4213,6960,7830
20850,20900,0,4213,6960,7830,355,4213,6960,7830
20900,20950,0,4213,6960,7830,351,4213,6960,7830
20950,21000,0,4213,6960,7830,347,4213,6960,7830
21000,21050,0,4213,6960,7830,343,4213,6960,7830
21050,21100,0,4213,6960,7830,339,4213,6960,7830
21100,21150,0,4213,6960,7830,336,4213,6960,7830
21150,21200,0,4213,6960,7830,332,4213,6960,7830
21200,21250,0,4213,6960,7830,328,4213,6960,7830
21250,21300,0,4213,6960,7830,324,4213,6960,7830
21300,21350,0,4213,6960,7830,320,4213,6960,7830
21350,21400,0,4213,6960,7830,316,4213,6960,7830
21400,21450,0,4213,6960,7830,313,4213,6960,7830
21450,21500,0,4213,6960,7830,309,4213,6960,7830
21500,21550,0,4213,6960,7830,305,4213,6960,7830
21550,21600,0,4213,6960,7830,301,4213,6960,7830
21600,21650,0,4213,6960,7830,297,4213,6960,7830
21650,21700,0,4213,6960,7830,293,4213,6960,7830
21700,21750,0,4213,6960,7830,290,4213,6960,7830
21750,21800,0,4213,6960,7830,286,4213,6960,7830
21800,21850,0,4213,6960,7830,282,4213,6960,7830
21850,21900,0,4213,6960,7830,278,4213,6960,7830
21900,21950,0,4213,6960,7830,274,4213,6960,7830
21950,22000,0,4213,6960,7830,271,4213,6960,7830
22000,22050,0,4213,6960,7830,267,4213,6960,7830
22050,22100,0,4213,6960,7830,263,4213,6960,7830
22100,22150,0,4213,6960,7830,259,4213,6960,7830
22150,22200,0,4213,6960,7830,255,4213,6960,7830
22200,22250,0,4213,6960,7830,251,4213,6960,7830
22250,22300,0,4213,6960,7830,248,4213,6960,7830
22300,22350,0,4213,6960,7830,244,4213,6960,7830
22350,22400,0,4213,6960,7830,240,4213,6960,7830
22400,22450,0,4213,6960,7830,236,4213,6960,7830
22450,22500,0,4213,6960,7830,232,4213,6960,7830
22500,22550,0,4213,6960,7830,228,4213,6960,7830
22550,22600,0,4213,6960,7830,225,4213,6960,7830
22600,22650,0,4213,6960,7830,221,4213,6960,7830
22650,22700,0,4213,6960,7830,217,4213,6960,7830
22700,22750,0,4213,6960,7830,213,4213,6960,7830
22750,22800,0,4204,6948,7818,209,4213,6960,7830
22800,22850,0,4196,6938,7808,206,4213,6960,7830
22850,22900,0,4188,6927,7797,202,4213,6960,7830
22900,22950,0,4180,6917,7787,198,4213,6960,7830
22950,23000,0,4172,6906,7776,194,4213,6960,7830
23000,23050,0,4164,6896,7766,190,4213,6960,7830
23050,23100,0,4156,6885,7755,186,4213,6960,7830
23100,23150,0,4148,6875,7745,183,4213,6960,7830
23150,23200,0,4140,6864,7734,179,4213,6960,7830
23200,23250,0,4132,6854,7724,175,4213,6960,7830
23250,23300,0,4124,6843,7713,171,4213,6960,7830
23300,23350,0,4116,6833,7703,167,4213,6960,7830
23350,23400,0,4108,6822,7692,163,4213,6960,7830
23400,23450,0,4100,6812,7682,160,4213,6960,7830
23450,23500,0,4092,6801,7671,156,4213,6960,7830
23500,23550,0,4084,6790,7660,152,4213,6960,7830
23550,23600,0,4076,6780,7650,148,4213,6960,7830
23600,23650,0,4068,6769,7639,144,4213,6960,7830
23650,23700,0,4060,6759,7629,140,4213,6960,7830
23700,23750,0,4052,6748,7618,137,4213,6960,7830
23750,23800,0,4044,6738,7608,133,4213,6960,7830
23800,23850,0,4036,6727,7597,129,4213,6960,7830
23850,23900,0,4028,6717,7587,125,4213,6960,7830
23900,23950,0,4020,6706,7576,121,4213,6960,7830
23950,24000,0,4012,6696,7566,118,4213,6960,7830
24000,24050,0,4004,6685,7555,114,4213,6960,7830
24050,24100,0,3996,6675,7545,110,4213,6960,7830
24100,24150,0,3988,6664,7534,106,4213,6960,7830
24150,24200,0,3980,6654,7524,102,4213,6960,7830
24200,24250,0,3973,6643,7513,98,4213,6960,7830
24250,24300,0,3965,6633,7503,95,4213,6960,7830
24300,24350,0,3957,6622,7492,91,4213,6960,7830
24350,24400,0,3949,6611,7481,87,4213,6960,7830
24400,24450,0,3941,6601,7471,83,4213,6960,7830
24450,24500,0,3933,6590,7460,79,4213,6960,7830
24500,24550,0,3925,6580,7450,75,4213,6960,7830
24550,24600,0,3917,6569,7439,72,4213,6960,7830
24600,24650,0,3909,6559,7429,68,4213,6960,7830
24650,24700,0,3901,6548,7418,64,4213,6960,7830
24700,24750,0,3893,6538,7408,60,4213,6960,7830
24750,24800,2,3885,6527,7397,56,4213,6960,7830
24800,24850,0,3877,6517,7387,53,4213,6960,7830
24850,24900,0,3869,6506,7376,49,4213,6960,7830
24900,24950,0,3861,6496,7366,45,4213,6960,7830
24950,25000,0,3853,6485,7355,41,4213,6960,7830
25000,25050,0,3845,6475,7345,37,4213,6960,7830
25050,25100,0,3837,6464,7334,33,4213,6960,7830
25100,25150,0,3829,6454,7324,30,4213,6960,7830
25150,25200,0,3821,6443,7313,26,4213,6960,7830
25200,25250,0,3813,6432,7302,22,4213,6960,7830
25250,25300,0,3805,6422,7292,18,4213,6960,7830
25300,25350,0,3797,6411,7281,14,4213,6960,7830
25350,25400,0,3789,6401,7271,10,4213,6960,7830
25400,25450,0,3781,6390,7260,7,4213,6960,7830
25450,25500,0,3773,6380,7250,3,4213,6960,7830
25500,25550,0,3765,6369,7239,0,4213,6960,7830
25550,25600,0,3757,6359,7229,0,4213,6960,7830
